pkType,cybersourceTransactionId,sourceId,merchantNumber,cardTypeCode,cardTypeDescription,cardTypeIndicator,cardNumber,last4AccountNumber,expirationDate,transactionCode,transactionDate,transactionTime,authorizationAmount,authorizationResponseCode,currency,foreignCardIndicator,transactionId,fileSource,referenceNumber,moto,pkFilter,id,version,cvvResult,avsCode,authorizationNumber,terminalId,binNumber,pointOfSale,keyedEntry,merchantInformationBinNumber,agentNumber,officeName,merchantName
cybersource:authorization,7628713717886581403812,f336543f-b523-49c6-85ae-54d4cbac767c,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:29:31,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628713717886581403812,7628713717886581403812,FALSE,,,,20251111,59b09aeb-fc70-483d-9f8c-7d0a5f1f19cb,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628698548956754903813,20855070-1958-4e35-9dff-9c4faf31353d,salequicktest001,xxxxxx4444,,Dec-31,ics_bill - Card Settlement,20251111,14:04:15,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628698548956754903813,7628698275686743703813,FALSE,,,,20251111,e45f838e-26b7-4755-b00f-276c72d6a00e,20251111.4,MC,Mastercard,credit card,,4444,,Y,1111MCC652381  ,M - Card verification number matched.,,,
cybersource:authorization,7628721482496014903812,8090b80a-d88e-440c-be0c-4d45b8b39810,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:42:28,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628721482496014903812,7628721482496014903812,FALSE,,,,20251111,46709dd0-70d7-4cb6-bfe2-f2ead898cfa6,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628720951096997703812,e84de5d8-d271-4b6c-a316-b3f5d94f1d70,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:41:35,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628720951096997703812,7628720951096997703812,FALSE,,,,20251111,7290aa90-2205-4398-9db9-19c4d89cfcd0,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628713154556216403813,dc849475-f6a2-4c55-b426-bf9821ba6812,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:28:35,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628713154556216403813,7628713154556216403813,FALSE,,,,20251111,fe62b7f7-67a1-46d0-99c3-56aadc81443e,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628709768496976503814,ee445196-4dfa-4dbb-afab-6e67411c6d8b,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:22:56,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628709768496976503814,7628709768496976503814,FALSE,,,,20251111,363bee9d-0ae8-473e-9047-1bb3eb46e4c2,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628705620356811103814,9352d07d-7e63-4147-93c4-418c244c2409,salequicktest001,xxxxxx4444,,Dec-31,ics_credit - Card Credit,20251111,14:16:02,10,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628705620356811103814,7628698275686743703813,FALSE,,,,20251111,712d6432-227a-4bf8-b27f-7552133513d4,20251111.4,MC,Mastercard,credit card,,4444,,Y,1111MCC652381  ,M - Card verification number matched.,,,
cybersource:authorization,7628782408236029003814,d76c3901-02b4-470a-aa07-7d006e18110e,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:24:00,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628782408236029003814,7628782408236029003814,FALSE,,,,20251111,aaeda28d-fd3a-4821-86b1-b6786a166d29,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628769232186639603812,417be063-d84c-41a6-808c-ea218b4cfd7f,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:02:03,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628769232186639603812,7628769232186639603812,FALSE,,,,20251111,1bcf105b-0a55-4312-91a1-583cf59e9582,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628769465006322003813,d64ccc32-0a76-40ae-b478-a9bcb4b726d4,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:02:26,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628769465006322003813,7628769465006322003813,FALSE,,,,20251111,717a8eea-97c7-41dd-8a1a-df244a0059f8,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628782973816180203813,0ef5f9ac-7c68-49f1-aace-91ce41a404ee,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:24:57,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628782973816180203813,7628782973816180203813,FALSE,,,,20251111,7b9e58ce-6d6d-4696-ab9e-fc2bb2e66de5,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628769778766349903813,e91cfc09-e06e-43c0-b7d9-8219bdec7d20,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:02:57,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628769778766349903813,7628769778766349903813,FALSE,,,,20251111,d95453d7-0996-4653-ace6-3bfda5fade3d,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628782652636034003814,5e882aa0-7f67-41fc-98ae-ecbc01672fce,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,16:24:25,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628782652636034003814,7628782652636034003814,FALSE,,,,20251111,2fcb4896-a3bd-4960-9d7d-5d8073fa910a,20251111.6,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628929303036392704806,7ddf0b2e-e0ab-47d3-b03c-388fe9857b36,payrilliumcardpresent001,xxxxxx,,/,ics_auth - Card Authorization,20251111,20:28:50,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628929303036392704806,,FALSE,,,,20251111,074e5d55-0ba2-4c0a-8db2-240e4ac60ad1,20251111.7,,,,,,,,,,,,
